#,sireName,arch,foals,runs,wins,wps,win%,wps%, fees , winnings , profit , roi ,graded_wins
3114,Intergalactic Cowboy,LTS,5,10,1,3,10.0%,30.0%," 7,820 "," 3,394 ","-4,426 ",-0.57 ,0
3115,Bagel,LDS,11,47,7,17,14.9%,36.2%," 26,275 "," 11,392 ","-14,883 ",-0.57 ,0
3116,Jax of Hearts,LTS,5,69,5,27,7.2%,39.1%," 35,650 "," 15,454 ","-20,196 ",-0.57 ,0
3117,Instant Coffee,LDS,6,81,3,28,3.7%,34.6%," 175,495 "," 76,000 ","-99,495 ",-0.57 ,0
3118,Poohs littlest,LDS,6,23,2,6,8.7%,26.1%," 15,845 "," 6,854 ","-8,991 ",-0.57 ,0
3119,Baghdad Comet,RDF,7,40,3,8,7.5%,20.0%," 29,630 "," 12,817 ","-16,813 ",-0.57 ,0
3120,You Flinched,RTS,9,31,3,8,9.7%,25.8%," 47,070 "," 20,357 ","-26,713 ",-0.57 ,0
3121,Desperado,RDF,11,84,3,22,3.6%,26.2%," 74,945 "," 32,403 ","-42,542 ",-0.57 ,0
3122,Out on Bail,LDF,25,151,11,34,7.3%,22.5%," 308,228 "," 133,245 ","-174,983 ",-0.57 ,0
3123,Alpha,LDS,5,27,2,5,7.4%,18.5%," 16,770 "," 7,248 ","-9,522 ",-0.57 ,0
3124,Pine Valley,#N/A,8,60,1,21,1.7%,35.0%," 29,570 "," 12,779 ","-16,791 ",-0.57 ,0
3125,Simple Man,RTF,9,56,2,14,3.6%,25.0%," 45,375 "," 19,602 ","-25,773 ",-0.57 ,0
3126,Daze of Glory,RTF,17,91,7,22,7.7%,24.2%," 113,200 "," 48,839 ","-64,361 ",-0.57 ,0
3127,Breaking Wind,RDF,7,17,0,6,0.0%,35.3%," 12,275 "," 5,295 ","-6,980 ",-0.57 ,0
3128,Deja Vu,RTS,24,818,52,204,6.4%,24.9%," 2,221,228 "," 955,956 ","-1,265,272 ",-0.57 ,1
3129,Radical,RTF,20,61,4,14,6.6%,23.0%," 31,400 "," 13,505 ","-17,895 ",-0.57 ,0
3130,True Grit,LTS,5,22,2,5,9.1%,22.7%," 13,135 "," 5,645 ","-7,490 ",-0.57 ,0
3131,Goldmember,RDF,26,384,33,104,8.6%,27.1%," 461,415 "," 198,195 ","-263,220 ",-0.57 ,0
3132,Bugs,RTF,5,18,1,6,5.6%,33.3%," 6,720 "," 2,885 ","-3,835 ",-0.57 ,0
3133,Slow In The Snow,LDF,5,13,0,5,0.0%,38.5%," 9,940 "," 4,264 ","-5,676 ",-0.57 ,0
3134,The Trotting Dead,RDF,21,121,7,28,5.8%,23.1%," 191,265 "," 81,945 ","-109,320 ",-0.57 ,0
3135,Kavorka,RTF,17,145,11,38,7.6%,26.2%," 127,243 "," 54,510 ","-72,733 ",-0.57 ,0
3136,Dmac,LTS,13,154,9,42,5.8%,27.3%," 129,445 "," 55,453 ","-73,992 ",-0.57 ,0
3137,Lamborghini,LDF,5,65,3,12,4.6%,18.5%," 69,345 "," 29,687 ","-39,658 ",-0.57 ,0
3138,Ivanof,RDF,5,54,4,12,7.4%,22.2%," 66,000 "," 28,178 ","-37,822 ",-0.57 ,0
3139,Rusty Rocket,RDF,8,107,9,25,8.4%,23.4%," 125,625 "," 53,631 ","-71,994 ",-0.57 ,0
3140,Forte,RDF,17,256,17,86,6.6%,33.6%," 487,137 "," 207,954 ","-279,183 ",-0.57 ,0
3141,Snow Drift,LDF,7,47,4,17,8.5%,36.2%," 21,220 "," 9,057 ","-12,163 ",-0.57 ,0
3142,Stylish Stud #9930,#N/A,87,2331,184,776,7.9%,33.3%," 5,887,964 "," 2,512,078 ","-3,375,886 ",-0.57 ,32
3143,Tony Rigatoni,RDF,140,2879,167,704,5.8%,24.5%," 6,879,751 "," 2,933,824 ","-3,945,927 ",-0.57 ,4
3144,Stylish Stud #3178,#N/A,5,95,8,28,8.4%,29.5%," 100,057 "," 42,636 ","-57,421 ",-0.57 ,0
3145,Sparkchain,RTF,5,65,3,20,4.6%,30.8%," 36,940 "," 15,726 ","-21,214 ",-0.57 ,0
3146,don't rob my buttons,RTF,10,108,9,23,8.3%,21.3%," 54,035 "," 22,984 ","-31,051 ",-0.57 ,0
3147,Mojo,LDS,5,25,2,9,8.0%,36.0%," 26,885 "," 11,433 ","-15,452 ",-0.57 ,0
3148,Zeppole,RTS,5,22,3,10,13.6%,45.5%," 15,985 "," 6,797 ","-9,188 ",-0.57 ,0
3149,Zee Bruh,LDF,25,1156,77,277,6.7%,24.0%," 2,902,049 "," 1,232,502 ","-1,669,547 ",-0.58 ,1
3150,Gabon,RDF,9,395,49,150,12.4%,38.0%," 675,685 "," 286,769 ","-388,916 ",-0.58 ,0
3151,Churro In The Stars,RDS,15,71,2,21,2.8%,29.6%," 117,245 "," 49,730 ","-67,515 ",-0.58 ,0
3152,Brown Note ,RTF,6,59,3,17,5.1%,28.8%," 37,780 "," 16,006 ","-21,774 ",-0.58 ,0
3153,Da Vinci's Code,RTF,5,20,1,8,5.0%,40.0%," 14,500 "," 6,142 ","-8,358 ",-0.58 ,0
3154,Skill Set,LDF,13,62,2,15,3.2%,24.2%," 79,830 "," 33,777 ","-46,053 ",-0.58 ,0
3155,Lefty Gomez,LTF,36,108,8,29,7.4%,26.9%," 86,225 "," 36,458 ","-49,767 ",-0.58 ,0
3156,Magma,RTS,32,224,14,76,6.3%,33.9%," 282,005 "," 119,075 ","-162,930 ",-0.58 ,0
3157,Another Chauncey,RDF,18,46,1,12,2.2%,26.1%," 35,885 "," 15,151 ","-20,734 ",-0.58 ,0
3158,Ripping Ace,LDF,38,357,26,83,7.3%,23.2%," 519,463 "," 219,309 ","-300,154 ",-0.58 ,1
3159,Sharp End,RDF,14,94,8,26,8.5%,27.7%," 64,585 "," 27,265 ","-37,320 ",-0.58 ,0
3160,Dull Knife,RDF,13,141,11,41,7.8%,29.1%," 122,330 "," 51,605 ","-70,725 ",-0.58 ,0
3161,George T Stagg,RDF,7,148,10,44,6.8%,29.7%," 240,730 "," 101,454 ","-139,276 ",-0.58 ,0
3162,Dream World,RTF,6,16,1,3,6.3%,18.8%," 10,120 "," 4,260 ","-5,860 ",-0.58 ,0
3163,Stockton's Wing,RTS,7,84,7,25,8.3%,29.8%," 46,570 "," 19,589 ","-26,981 ",-0.58 ,0
3164,Happy,RDF,7,19,0,5,0.0%,26.3%," 11,295 "," 4,749 ","-6,546 ",-0.58 ,0
3165,Third Eye Blind,LDS,13,97,5,28,5.2%,28.9%," 79,810 "," 33,540 ","-46,270 ",-0.58 ,0
3166,Ricki Bobbi,RDF,7,47,3,12,6.4%,25.5%," 26,090 "," 10,964 ","-15,126 ",-0.58 ,0
3167,Miro,RTF,5,49,4,12,8.2%,24.5%," 36,775 "," 15,382 ","-21,393 ",-0.58 ,0
3168,Late night Run ,RTF,9,54,5,15,9.3%,27.8%," 95,080 "," 39,728 ","-55,352 ",-0.58 ,0
3169,Tegridy,LDS,7,23,0,7,0.0%,30.4%," 21,305 "," 8,897 ","-12,408 ",-0.58 ,0
3170,Amigo Loco,LTS,27,1084,79,318,7.3%,29.3%," 1,523,830 "," 635,511 ","-888,319 ",-0.58 ,0
3171,Chaos Express,LDF,12,64,2,13,3.1%,20.3%," 53,175 "," 22,118 ","-31,057 ",-0.58 ,0
3172,Teka,LTF,7,14,1,4,7.1%,28.6%," 7,320 "," 3,044 ","-4,276 ",-0.58 ,0
3173,Missile Strike,LTS,6,53,3,13,5.7%,24.5%," 80,870 "," 33,601 ","-47,269 ",-0.58 ,0
3174,Wistfully Stricken,RDF,6,47,2,14,4.3%,29.8%," 66,725 "," 27,720 ","-39,006 ",-0.58 ,0
3175,Tea Drinker,RTS,7,41,4,13,9.8%,31.7%," 69,540 "," 28,886 ","-40,654 ",-0.58 ,0
3176,Mr. Bombastic,LDS,12,72,5,22,6.9%,30.6%," 42,250 "," 17,540 ","-24,710 ",-0.58 ,0
3177,Lemonade Lilly,RTF,5,27,2,7,7.4%,25.9%," 7,840 "," 3,252 ","-4,588 ",-0.59 ,0
3178,Quake,RTS,14,151,12,48,7.9%,31.8%," 148,325 "," 61,510 ","-86,815 ",-0.59 ,0
3179,Two Eyed Blind,LDS,47,375,24,97,6.4%,25.9%," 450,148 "," 186,592 ","-263,556 ",-0.59 ,3
3180,Switched,RTF,9,70,4,26,5.7%,37.1%," 52,270 "," 21,628 ","-30,642 ",-0.59 ,0
3181,Little Saturn,RDS,7,17,3,4,17.6%,23.5%," 16,575 "," 6,857 ","-9,718 ",-0.59 ,0
3182,Savage Dynasty,LDF,59,501,34,150,6.8%,29.9%," 579,220 "," 239,554 ","-339,666 ",-0.59 ,1
3183,São Luís,LDS,5,13,0,5,0.0%,38.5%," 15,680 "," 6,481 ","-9,199 ",-0.59 ,0
3184,8 Balls,LTS,8,39,4,17,10.3%,43.6%," 26,855 "," 11,098 ","-15,757 ",-0.59 ,0
3185,San Lucas,RTS,5,38,1,12,2.6%,31.6%," 22,065 "," 9,117 ","-12,948 ",-0.59 ,0
3186,Stylish Stud #55,#N/A,6,44,2,17,4.5%,38.6%," 60,046 "," 24,796 ","-35,250 ",-0.59 ,0
3187,Briggitus,RDF,6,37,2,8,5.4%,21.6%," 29,940 "," 12,345 ","-17,595 ",-0.59 ,0
3188,John Deere,LDF,15,86,3,18,3.5%,20.9%," 87,775 "," 36,167 ","-51,608 ",-0.59 ,0
3189,Blade,LDS,28,151,10,34,6.6%,22.5%," 193,713 "," 79,693 ","-114,020 ",-0.59 ,0
3190,Dashing Debonair,LDF,28,117,8,30,6.8%,25.6%," 42,920 "," 17,649 ","-25,271 ",-0.59 ,0
3191,It's Like Smoking,LTF,13,54,5,20,9.3%,37.0%," 81,703 "," 33,583 ","-48,120 ",-0.59 ,0
3192,Neck Brace,LTS,6,70,5,21,7.1%,30.0%," 68,335 "," 28,083 ","-40,252 ",-0.59 ,0
3193,Bogey with a Gimme,LTF,5,25,2,8,8.0%,32.0%," 10,035 "," 4,117 ","-5,918 ",-0.59 ,0
3194,The Swamp Fox,LDF,21,163,9,40,5.5%,24.5%," 127,280 "," 52,220 ","-75,060 ",-0.59 ,0
3195,Glory Kat,LDF,5,40,7,16,17.5%,40.0%," 53,335 "," 21,879 ","-31,456 ",-0.59 ,0
3196,Stylish Stud #9618,#N/A,6,307,30,93,9.8%,30.3%," 525,686 "," 215,559 ","-310,126 ",-0.59 ,0
3197,Boater Butt,RTS,5,59,3,18,5.1%,30.5%," 32,235 "," 13,207 ","-19,028 ",-0.59 ,0
3198,Columbian Honey,RDF,11,71,5,21,7.0%,29.6%," 54,380 "," 22,238 ","-32,142 ",-0.59 ,0
3199,Picasso Blue,LTF,10,47,5,13,10.6%,27.7%," 34,915 "," 14,275 ","-20,640 ",-0.59 ,0
3200,Gin Gimlet,LTS,8,71,0,23,0.0%,32.4%," 52,420 "," 21,418 ","-31,002 ",-0.59 ,0
3201,Shake It Up,LTF,6,44,3,13,6.8%,29.5%," 37,900 "," 15,476 ","-22,424 ",-0.59 ,0
3202,Blood Brothers,LDS,5,107,8,34,7.5%,31.8%," 131,923 "," 53,854 ","-78,069 ",-0.59 ,0
3203,Stylish Stud #6778,#N/A,7,224,18,75,8.0%,33.5%," 292,080 "," 119,149 ","-172,931 ",-0.59 ,0
3204,Thirty Two,RTF,10,309,22,73,7.1%,23.6%," 572,618 "," 233,236 ","-339,382 ",-0.59 ,0
3205,Nine One One,RTF,13,64,3,13,4.7%,20.3%," 41,760 "," 17,005 ","-24,755 ",-0.59 ,0
3206,Paul E,RDF,22,64,1,12,1.6%,18.8%," 102,810 "," 41,790 ","-61,020 ",-0.59 ,0
3207,Epic Ovation,RTF,5,21,1,4,4.8%,19.0%," 19,365 "," 7,859 ","-11,506 ",-0.59 ,0
3208,Free Kevin,RDS,8,56,3,21,5.4%,37.5%," 51,200 "," 20,758 ","-30,442 ",-0.59 ,0
3209,Ron Jeremy,LTF,14,42,2,12,4.8%,28.6%," 67,980 "," 27,532 ","-40,448 ",-0.60 ,0
3210,Duncan MacLeod,RTF,7,23,0,4,0.0%,17.4%," 4,820 "," 1,951 ","-2,869 ",-0.60 ,0
3211,El Presidente,LDS,8,86,8,25,9.3%,29.1%," 116,617 "," 47,193 ","-69,424 ",-0.60 ,0
3212,Winnie the winner,LDS,5,9,1,2,11.1%,22.2%," 4,135 "," 1,673 ","-2,462 ",-0.60 ,0
3213,Ecstatic King,RDF,15,52,5,13,9.6%,25.0%," 69,885 "," 28,246 ","-41,639 ",-0.60 ,0
3214,Rocky Horror,RTS,6,39,1,12,2.6%,30.8%," 39,722 "," 16,042 ","-23,680 ",-0.60 ,0
3215,Uncle Sam,RTF,7,25,1,8,4.0%,32.0%," 19,090 "," 7,704 ","-11,386 ",-0.60 ,0
3216,Mr. Wendal,LTF,21,165,11,50,6.7%,30.3%," 201,955 "," 81,434 ","-120,521 ",-0.60 ,0
3217,Arrowtown,RDF,5,39,6,13,15.4%,33.3%," 38,025 "," 15,305 ","-22,720 ",-0.60 ,0
3218,Like An Arch,RTF,5,39,4,9,10.3%,23.1%," 26,360 "," 10,601 ","-15,759 ",-0.60 ,0
3219,Chunk,RDS,27,251,16,55,6.4%,21.9%," 353,782 "," 142,141 ","-211,641 ",-0.60 ,0
3220,Cowboy Quinn,RTS,5,65,3,17,4.6%,26.2%," 60,670 "," 24,355 ","-36,315 ",-0.60 ,0
3221,Keeper of the Keys,RTS,13,86,5,24,5.8%,27.9%," 45,020 "," 18,052 ","-26,968 ",-0.60 ,0
3222,Chestnut Kid,LDF,16,43,4,10,9.3%,23.3%," 55,265 "," 22,148 ","-33,117 ",-0.60 ,0
3223,Foalding chair,RDF,11,41,4,14,9.8%,34.1%," 8,816 "," 3,532 ","-5,284 ",-0.60 ,0
3224,Nirvana,LDF,6,49,3,12,6.1%,24.5%," 22,660 "," 9,077 ","-13,583 ",-0.60 ,0
3225,Golden Flame,RDF,15,73,4,16,5.5%,21.9%," 66,685 "," 26,696 ","-39,989 ",-0.60 ,0
3226,Perceval Gall,LDF,17,198,14,54,7.1%,27.3%," 133,035 "," 53,238 ","-79,797 ",-0.60 ,0
3227,Joker,RDF,26,755,58,209,7.7%,27.7%," 1,376,363 "," 550,448 ","-825,915 ",-0.60 ,0
3228,Astronomical Wealth,RDF,7,73,3,17,4.1%,23.3%," 82,399 "," 32,884 ","-49,515 ",-0.60 ,0
3229,Oberon Eclipse,RDS,5,58,4,12,6.9%,20.7%," 65,888 "," 26,277 ","-39,611 ",-0.60 ,0
3230,Oola Pikka,RDF,5,29,1,10,3.4%,34.5%," 15,305 "," 6,100 ","-9,205 ",-0.60 ,0
3231,La Grasa,LDS,9,64,5,20,7.8%,31.3%," 34,300 "," 13,665 ","-20,635 ",-0.60 ,0
3232,Starkrimson Pear,RDF,8,37,4,7,10.8%,18.9%," 36,025 "," 14,320 ","-21,705 ",-0.60 ,0
3233,Retro Raven,LDS,12,54,3,12,5.6%,22.2%," 34,670 "," 13,777 ","-20,893 ",-0.60 ,0
3234,Pistols at Dawn,RDS,10,54,5,13,9.3%,24.1%," 33,895 "," 13,466 ","-20,429 ",-0.60 ,0
3235,Stylish Stud #8986,#N/A,5,246,15,77,6.1%,31.3%," 380,344 "," 150,994 ","-229,350 ",-0.60 ,0
3236,Dopey,LDF,7,17,1,4,5.9%,23.5%," 19,230 "," 7,634 ","-11,596 ",-0.60 ,0
3237,Chirari Man,RDF,5,25,0,7,0.0%,28.0%," 14,840 "," 5,883 ","-8,957 ",-0.60 ,0
3238,Spacely Sprockets,RDF,11,56,2,12,3.6%,21.4%," 52,730 "," 20,900 ","-31,830 ",-0.60 ,0
3239,What Juno,LDF,84,240,21,67,8.8%,27.9%," 410,655 "," 162,712 ","-247,943 ",-0.60 ,0
3240,Arravale,LDS,6,23,1,4,4.3%,17.4%," 22,510 "," 8,913 ","-13,597 ",-0.60 ,0
3241,Goated Rocket,LDS,5,36,3,9,8.3%,25.0%," 51,315 "," 20,315 ","-31,000 ",-0.60 ,0
3242,Falling Star,RTF,5,17,2,6,11.8%,35.3%," 4,355 "," 1,723 ","-2,632 ",-0.60 ,0
3243,Stylish Stud #3827,#N/A,16,185,13,69,7.0%,37.3%," 304,348 "," 120,404 ","-183,944 ",-0.60 ,0
3244,No One's Company,LTS,25,134,7,34,5.2%,25.4%," 133,265 "," 52,712 ","-80,553 ",-0.60 ,0
3245,King Harry,RDF,16,71,5,18,7.0%,25.4%," 57,380 "," 22,612 ","-34,768 ",-0.61 ,0
3246,Alexander The Great,LDF,43,1323,86,356,6.5%,26.9%," 2,830,655 "," 1,113,090 ","-1,717,565 ",-0.61 ,0
3247,Mukka,LDF,9,16,2,2,12.5%,12.5%," 14,082 "," 5,515 ","-8,567 ",-0.61 ,0
3248,Peace Rabbit,LTS,7,35,2,7,5.7%,20.0%," 35,825 "," 14,030 ","-21,795 ",-0.61 ,0
3249,Toto's Revenge,#N/A,6,6,0,1,0.0%,16.7%," 2,955 "," 1,155 ","-1,800 ",-0.61 ,0
3250,Hellion,LTS,5,82,10,23,12.2%,28.0%," 104,014 "," 40,603 ","-63,411 ",-0.61 ,0
3251,The Boss's Way,LDF,11,295,14,76,4.7%,25.8%," 507,655 "," 198,107 ","-309,548 ",-0.61 ,0
3252,Stylish Stud #2047,#N/A,6,127,12,45,9.4%,35.4%," 199,293 "," 77,720 ","-121,572 ",-0.61 ,0
3253,Roan Rocket,RDF,6,125,7,38,5.6%,30.4%," 111,855 "," 43,553 ","-68,302 ",-0.61 ,0
3254,Million Ants,LDS,5,49,3,14,6.1%,28.6%," 21,585 "," 8,396 ","-13,189 ",-0.61 ,0
3255,Wild Tiger,RTS,8,28,1,7,3.6%,25.0%," 20,853 "," 8,105 ","-12,748 ",-0.61 ,0
3256,Tangled King,RDF,25,170,8,47,4.7%,27.6%," 210,540 "," 81,736 ","-128,804 ",-0.61 ,0
3257,SOLja Boy,RTF,34,160,7,42,4.4%,26.3%," 187,830 "," 72,916 ","-114,914 ",-0.61 ,0
3258,Stan Rizzo,RTF,10,111,5,18,4.5%,16.2%," 123,390 "," 47,859 ","-75,531 ",-0.61 ,0
3259,Addictive,RDF,15,67,1,18,1.5%,26.9%," 60,750 "," 23,562 ","-37,188 ",-0.61 ,0
3260,Krabby Patty Recipe,LDS,5,42,0,11,0.0%,26.2%," 44,855 "," 17,367 ","-27,488 ",-0.61 ,0
3261,Blaidd,LTS,8,32,2,9,6.3%,28.1%," 28,050 "," 10,835 ","-17,215 ",-0.61 ,0
3262,Midtown East,LDF,12,66,5,30,7.6%,45.5%," 45,670 "," 17,608 ","-28,062 ",-0.61 ,0
3263,Throat Chop,LDS,6,52,2,14,3.8%,26.9%," 37,385 "," 14,407 ","-22,978 ",-0.61 ,0
3264,Beekeeper,LDS,5,27,1,10,3.7%,37.0%," 21,205 "," 8,164 ","-13,041 ",-0.62 ,0
3265,Arsenal,RDF,12,74,4,19,5.4%,25.7%," 86,620 "," 33,341 ","-53,279 ",-0.62 ,0
3266,Leche Stone,RTS,28,90,10,21,11.1%,23.3%," 87,380 "," 33,594 ","-53,786 ",-0.62 ,0
3267,Leather Rebel,LDF,7,59,4,11,6.8%,18.6%," 91,300 "," 35,041 ","-56,259 ",-0.62 ,0
3268,Lando Calrissian,RTS,6,104,2,23,1.9%,22.1%," 168,360 "," 64,601 ","-103,759 ",-0.62 ,0
3269,Beehave,LDS,12,94,5,25,5.3%,26.6%," 22,995 "," 8,820 ","-14,175 ",-0.62 ,0
3270,Rocco Siffredi,LDS,9,14,1,4,7.1%,28.6%," 11,305 "," 4,336 ","-6,969 ",-0.62 ,0
3271,Zabimaru,LDS,5,54,3,18,5.6%,33.3%," 46,585 "," 17,847 ","-28,738 ",-0.62 ,0
3272,Agenda 2020 To 2030,LTS,6,39,4,9,10.3%,23.1%," 45,645 "," 17,465 ","-28,180 ",-0.62 ,0
3273,Impulse,RDF,5,27,1,8,3.7%,29.6%," 33,900 "," 12,948 ","-20,952 ",-0.62 ,0
3274,Bay Singer,LDS,8,30,2,7,6.7%,23.3%," 37,440 "," 14,293 ","-23,147 ",-0.62 ,0
3275,Stylish Stud #8308,#N/A,11,252,26,79,10.3%,31.3%," 435,739 "," 166,284 ","-269,455 ",-0.62 ,0
3276,Satisfaction,RTF,20,131,10,33,7.6%,25.2%," 134,805 "," 51,427 ","-83,378 ",-0.62 ,0
3277,Hércules,LDF,5,15,1,4,6.7%,26.7%," 7,785 "," 2,969 ","-4,816 ",-0.62 ,0
3278,Shinji,LDS,8,43,3,9,7.0%,20.9%," 24,660 "," 9,404 ","-15,256 ",-0.62 ,0
3279,Xavy Baby,RDF,9,29,2,9,6.9%,31.0%," 16,965 "," 6,466 ","-10,499 ",-0.62 ,0
3280,Calamity's Cowboy,LDF,6,49,6,19,12.2%,38.8%," 30,845 "," 11,752 ","-19,093 ",-0.62 ,0
3281,Dashing For Derby,LDS,22,855,58,230,6.8%,26.9%," 1,533,596 "," 583,890 ","-949,706 ",-0.62 ,0
3282,Liberation,RDF,13,69,5,14,7.2%,20.3%," 76,355 "," 29,060 ","-47,295 ",-0.62 ,0
3283,Not Sweet,LTS,5,13,1,6,7.7%,46.2%," 11,220 "," 4,259 ","-6,961 ",-0.62 ,0
3284,Diplomatic Immunity,RDS,20,101,7,26,6.9%,25.7%," 117,680 "," 44,673 ","-73,007 ",-0.62 ,0
3285,Husky,RTF,5,38,2,10,5.3%,26.3%," 24,560 "," 9,306 ","-15,254 ",-0.62 ,0
3286,Mind the Gap,RTS,15,84,6,24,7.1%,28.6%," 105,165 "," 39,844 ","-65,321 ",-0.62 ,0
3287,Jamba Juice,LDF,21,106,6,22,5.7%,20.8%," 109,450 "," 41,451 ","-67,999 ",-0.62 ,0
3288,Gretzky,LDF,14,121,12,43,9.9%,35.5%," 59,200 "," 22,352 ","-36,848 ",-0.62 ,0
3289,Butcher,RTF,6,113,5,21,4.4%,18.6%," 159,069 "," 59,977 ","-99,092 ",-0.62 ,0
3290,Universal Soldier,LDF,8,20,1,5,5.0%,25.0%," 11,535 "," 4,336 ","-7,199 ",-0.62 ,0
3291,Wee Lad,LDS,17,74,5,18,6.8%,24.3%," 52,480 "," 19,715 ","-32,765 ",-0.62 ,0
3292,Def Blind Poet,LDS,14,42,3,11,7.1%,26.2%," 16,900 "," 6,348 ","-10,552 ",-0.62 ,0
3293,Holiday Star,RDF,23,291,12,66,4.1%,22.7%," 272,910 "," 102,464 ","-170,446 ",-0.62 ,0
3294,Finn Bheara,LTS,5,30,4,9,13.3%,30.0%," 32,420 "," 12,152 ","-20,268 ",-0.63 ,0
3295,Marengo,LDS,7,77,5,29,6.5%,37.7%," 36,634 "," 13,710 ","-22,924 ",-0.63 ,0
3296,First Ballot,LDS,9,25,1,6,4.0%,24.0%," 36,100 "," 13,489 ","-22,611 ",-0.63 ,0
3297,Tater Trot,LDS,16,43,2,12,4.7%,27.9%," 25,150 "," 9,392 ","-15,758 ",-0.63 ,0
3298,Big Time,RDF,5,31,3,6,9.7%,19.4%," 24,980 "," 9,327 ","-15,653 ",-0.63 ,0
3299,Popular Diamond,RTF,9,44,2,8,4.5%,18.2%," 24,070 "," 8,966 ","-15,104 ",-0.63 ,0
3300,Smiley Jones III,#N/A,7,52,6,16,11.5%,30.8%," 20,310 "," 7,556 ","-12,754 ",-0.63 ,0
3301,King Slayer,LDF,6,25,0,5,0.0%,20.0%," 29,060 "," 10,790 ","-18,270 ",-0.63 ,0
3302,Historic Fire,LTF,31,173,13,51,7.5%,29.5%," 197,383 "," 73,263 ","-124,120 ",-0.63 ,0
3303,Traveller,LTS,18,202,20,76,9.9%,37.6%," 307,935 "," 114,271 ","-193,664 ",-0.63 ,0
3304,Shadowstalker,RDF,38,737,48,182,6.5%,24.7%," 1,694,370 "," 628,759 ","-1,065,611 ",-0.63 ,0
3305,Maui Bezos,RDF,9,48,1,10,2.1%,20.8%," 36,485 "," 13,533 ","-22,952 ",-0.63 ,0
3306,Isle of Aristotle,RDF,13,32,1,7,3.1%,21.9%," 38,350 "," 14,215 ","-24,135 ",-0.63 ,0
3307,Kosher Kush,RTF,10,41,3,8,7.3%,19.5%," 35,790 "," 13,250 ","-22,540 ",-0.63 ,0
3308,Knuckle Sandwich,RTF,7,54,4,12,7.4%,22.2%," 20,070 "," 7,430 ","-12,640 ",-0.63 ,0
3309,Code Red,RTS,6,81,2,22,2.5%,27.2%," 131,680 "," 48,725 ","-82,955 ",-0.63 ,0
3310,Nomadic Nobility,RTS,9,17,1,3,5.9%,17.6%," 8,360 "," 3,085 ","-5,275 ",-0.63 ,0
3311,Rock Shrimp,LDS,49,619,28,116,4.5%,18.7%," 1,126,582 "," 414,800 ","-711,782 ",-0.63 ,0
3312,Tell-Tale Heart,LDS,9,57,6,15,10.5%,26.3%," 30,570 "," 11,244 ","-19,326 ",-0.63 ,0
3313,Tron,RDS,5,16,1,6,6.3%,37.5%," 7,530 "," 2,769 ","-4,761 ",-0.63 ,0
3314,Trustless,RDF,11,101,3,25,3.0%,24.8%," 61,550 "," 22,629 ","-38,921 ",-0.63 ,0
3315,Sergey Tetyukhin,RTS,8,38,2,7,5.3%,18.4%," 27,595 "," 10,138 ","-17,457 ",-0.63 ,0
3316,Chuleta Kan Kan,LTS,16,95,10,40,10.5%,42.1%," 118,265 "," 43,443 ","-74,822 ",-0.63 ,0
3317,SBF,LDF,5,106,11,31,10.4%,29.2%," 302,945 "," 111,254 ","-191,691 ",-0.63 ,1
3318,Barwon Heads,LDS,5,197,22,64,11.2%,32.5%," 362,190 "," 132,960 ","-229,230 ",-0.63 ,0
3319,Aspire Higher,RDS,27,557,35,157,6.3%,28.2%," 1,123,539 "," 411,312 ","-712,227 ",-0.63 ,1
3320,Speedy Gonzales,LDF,9,38,1,11,2.6%,28.9%," 24,335 "," 8,900 ","-15,435 ",-0.63 ,0
3321,Wildcard,RTF,83,274,14,62,5.1%,22.6%," 290,710 "," 106,186 ","-184,524 ",-0.63 ,0
3322,Bald Head Blues,RTF,22,117,11,31,9.4%,26.5%," 62,960 "," 22,983 ","-39,977 ",-0.63 ,0
3323,Donald Trump,LTS,8,54,3,11,5.6%,20.4%," 68,720 "," 25,063 ","-43,657 ",-0.64 ,0
3324,White Island,RDF,6,50,2,9,4.0%,18.0%," 49,059 "," 17,886 ","-31,173 ",-0.64 ,0
3325,Moutraki,LDS,22,183,9,35,4.9%,19.1%," 186,011 "," 67,790 ","-118,221 ",-0.64 ,0
3326,Say it Ain't Sol,RTF,12,26,2,8,7.7%,30.8%," 54,065 "," 19,696 ","-34,369 ",-0.64 ,0
3327,Can Do It,LTF,11,32,2,7,6.3%,21.9%," 17,355 "," 6,301 ","-11,054 ",-0.64 ,0
3328,Falcon Creek,RTS,5,14,1,3,7.1%,21.4%," 10,655 "," 3,857 ","-6,798 ",-0.64 ,0
3329,Meme Dream,RDS,7,35,3,10,8.6%,28.6%," 22,935 "," 8,299 ","-14,636 ",-0.64 ,0
3330,New White,RTS,30,106,3,28,2.8%,26.4%," 75,780 "," 27,407 ","-48,373 ",-0.64 ,0
3331,Eye of Storm,RDS,15,74,5,14,6.8%,18.9%," 89,225 "," 32,195 ","-57,030 ",-0.64 ,0
3332,Electric Clyde,RDF,6,32,1,7,3.1%,21.9%," 22,350 "," 8,059 ","-14,291 ",-0.64 ,0
3333,Eclipse Chaser,LTF,6,21,1,9,4.8%,42.9%," 11,755 "," 4,238 ","-7,517 ",-0.64 ,0
3334,Momma's Favorite,#N/A,17,91,3,32,3.3%,35.2%," 60,158 "," 21,615 ","-38,543 ",-0.64 ,0
3335,Walking on Air,RDF,5,14,1,3,7.1%,21.4%," 15,575 "," 5,584 ","-9,991 ",-0.64 ,0
